id,collectible,slug,classId,multiClassIds,cardTypeId,cardSetId,rarityId,artistName,health,attack,manaCost,name,text,image,imageGold,flavorText,cropImage,keywordIds,copyOfCardId,duels,childIds,spellSchoolId,minionTypeId,durability,armor
64373,1,64373-irebound-brute,14,[],4,1578,1,Alex Horley Orlandelli,7.0,6.0,8,Irebound Brute,<b>Taunt</b> Costs (1) less for each card drawn this turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ed1152f2a019201c579034d1731ee96e24ed0abc0a7489e6c62af131b78f17c.png,,"""You don't understand… ogres are an untapped market for vengeance and hatred!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce4e13c56bf09ee0ad0500b85c5591c2413daf4206ce0960157fd72c04b91315.png,[1],,"{'relevant': True, 'constructed': True}",,,15.0,,
56684,1,56684-ironbark,2,[],5,1414,3,Jim Nelson,,,2,Ironbark,Give a minion +1/+3 and <b>Taunt</b>. Costs (0) if you have at least 7 Mana Crystals.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2fb783cbdf2ded52471bf58d480e5f210f7a2c91255c7d06314762ecdb758a5a.png,,"""The important thing, son, is to protect your spores! I have spoken!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e4c25585b58a267df9c697f38d96e874d60b2b08fb7f3ded6f5792b8f5c63f2.png,[1],,,,4.0,,,
69650,1,69650-ironbeak-owl,12,[],4,1637,1,Trevor Jacobs,1.0,2.0,3,Ironbeak Owl,<b>Battlecry:</b> <b>Silence</b> a minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30607da1d20959baabb66cda72814b59bea9c1a40c84026954e3ea8e9b882cdf.png,,Their wings are silent but their screech is... whatever the opposite of silent is.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/840af6451db8a74bfcd7681b209a7af2870d5de1ece97b2c44ef443a5f41db40.png,"[8, 15]",290.0,"{'relevant': True, 'constructed': True}",,,20.0,,
61952,1,61952-ironclad,10,[],4,1466,1,Hideaki Takamura,4.0,2.0,3,Ironclad,"<b>Battlecry:</b> If your hero has Armor, gain +2/+2.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/79743acaa2a4b7cb36e35ef7218eb2b456ca57520c31da2fef12be864551bdb7.png,,"With one inch of clearance, Ironclad proved ineffective against speedbumps.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/472f26de1447c5b316bfea2b380b8bfb970163890961b39f0c4b667b10054e82.png,[8],,"{'relevant': True, 'constructed': True}",,,17.0,,
64397,1,64397-jace-darkweaver,14,[],4,1578,5,Alex Horley Orlandelli,5.0,7.0,8,Jace Darkweaver,<b>Battlecry:</b> Cast all Fel spells you've played this game <i>(targets enemies if possible)</i>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d8adf53fab32327da7ef98a96b9ac6f5cbd026f9a8a58da67046adb5968767c6.png,,"As a former mage, making the transition from fire to felfire was quite easy.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d88b8dda731b2eb5ee2298c171350ed85ba1dcfc87790dd15d1daeff61b4225.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
59609,1,59609-jandice-barov,12,"[4, 7]",4,1443,5,Arthur Gimaldinov,1.0,2.0,6,Jandice Barov,<b>Battlecry:</b> Summon two random 5-Cost minions. Secretly pick one that dies when it takes damage.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/91943c16be3d9bdc7aeb8c61adadcc6ea2c8ad905f748e98c01e7324e24dac21.png,,Her parents own Scholomance. Of course she's going to play tricks on the students!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/875c4d19116fc9d64097ef7c4b7c73da928880a1a0cca5a0256d5f6e304b4db1.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
65584,1,65584-jerry-rig-carpenter,2,[],4,1578,3,Adam Byrne,1.0,2.0,2,Jerry Rig Carpenter,<b>Battlecry:</b> Draw a <b>Choose One</b> spell and split it.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7936b29956a84e86591e5f024ff86afec6d2affd0907e184b194a5ffbd228c6.png,,<b>Choose Two –</b> Good; Cheap; or Fast.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1876322e82efe3981f5b5357d4bbb27616d9c4d42d41cb0f18e7370111d88c22.png,[8],,"{'relevant': True, 'constructed': True}",,,23.0,,
61690,1,61690-jewel-of-nzoth,3,[],5,1466,4,Ware Lee,,,8,Jewel of N'Zoth,Summon three friendly <b>Deathrattle</b> minions that died this game.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b232918d03c7510f9b55be18edc20fe05e5f6d2f4f4eba2f15cdfffc384c3870.png,,This coveted gem calls for you to free it… and unleash an inescapable prison.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39f5aedbca23fa84cdc08628d88ca75fcb8e09a7ff0be8608650ddd9371cfb40.png,[12],,"{'relevant': True, 'constructed': True}",,,,,
62921,1,62921-judgment-of-justice,5,[],5,1525,1,Ursula Dorada,,,1,Judgment of Justice,"<b>Secret:</b> When an enemy minion attacks, set its Attack and Health to 1.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c92b440bacbf86c65fce023b473aa00569f0353915f432166279a33a806f3335.png,,"Look, we don't need a jury. We've got a paladin right here!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6433fd22dafccd73d8a48945602db7e0c4c4413b5a83f337adb3feea4693153.png,[5],,"{'relevant': True, 'constructed': True}",,5.0,,,
59963,1,59963-judicious-junior,5,[],4,1443,1,Eric Browning,9.0,4.0,6,Judicious Junior,<b>Lifesteal</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/039f1a73ff1ade868467e4648686f287ec867d47826812107c83b8163e6d1ba4.png,,"She's judge, jury, and junior!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39351bfd5d64a075ee15fbdfad9666298240f505dce56b807c4102e6e075d1c5.png,[38],,"{'relevant': True, 'constructed': True}",,,,,
69657,1,69657-jungle-panther,12,[],4,1637,1,Jaemin Kim,2.0,4.0,3,Jungle Panther,<b>Stealth</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5434a83ce958a1b5fde917373ce2ee3ad82ccada274eb3ef72805a5461e14fcc.png,,"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3a5c6ee9d1b50d0a6afb206d57ac00d0069b8f13e76d81312a2b6b44188a62c.png,[6],921.0,"{'relevant': True, 'constructed': True}",,,20.0,,
61676,1,61676-kthir-ritualist,12,[],4,1466,3,Konstantin Porubov,4.0,4.0,3,K'thir Ritualist,<b>Taunt</b> <b>Battlecry:</b> Add a random 4-Cost minion to your opponent's hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/169df1afb3c0959e6f566de5cb84af12234c482137e13c2fe4f3a45059c35e3f.png,,Something evil this way comes… and it's bringing friends over!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfa2533c082bcde3c2186317273d5b70dee44da70cb9daf6350ee842214484df.png,"[1, 8]",,"{'relevant': True, 'constructed': True}",,,,,
63215,1,63215-kabal-outfitter,9,[],4,1525,1,Arthur Bozonnet,3.0,3.0,3,Kabal Outfitter,<b>Battlecry and Deathrattle:</b> Give another random friendly minion +1/+1.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6767dd4dd8e76613c5e137c7aeaa08f4bd07f8743e2ddad1ec2579e2d1c9fed1.png,,Don’t ask her for feathers on your necklace though.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19b5a0e3b63aa02fd9c05a02598826b1ffb02849b9b829976e36f25080346a50.png,"[8, 12]",,"{'relevant': True, 'constructed': True}",,,,,
56622,1,56622-kaelthas-sunstrider,12,[],4,1414,5,James Ryman,7.0,4.0,7,Kael'thas Sunstrider,Every third spell you cast each turn costs (1).,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a38428b93bdd33179738691a6708981530702c083dccc1a87f376cb09080e58a.png,,“Descent of Dragons was merely a set back!”,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6fd921e4bad495bfbab5d8eca6bfce26183dd8b2d38f36d9a08359d6e7a0c51a.png,,,,,,,,
56534,1,56534-kanrethad-ebonlocke,9,[],4,1414,5,Rafael Zanchetin,2.0,3.0,2,Kanrethad Ebonlocke,Your Demons cost (1) less. <b>Deathrattle:</b> Shuffle 'Kanrethad Prime' into your deck.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c5f09df9d65f11ee4ad4a7427b5701af66caa250aa5b0962ca0d43f8efd22541.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ac915c441c7e70b4500e1a005ed3443228fcbdc79e838d7e74c7a76c24afb80.png,"After Illidan's downfall, Kanrethad formed the Council of the Black Harvest to study Illidan's fel magic. Some say he was... green with envy.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d78bd391226a85438dcb87c4a9b502ba4fe343da95111272d234bc39137100dd.png,[12],,,[57155],,,,
62586,1,62586-kargal-battlescar,12,[],4,1525,5,Mike Sass,5.0,5.0,7,Kargal Battlescar,<b>Battlecry:</b> Summon a 5/5 Lookout for each Watch Post you've summoned this game.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2880af0289ef277dec7180f0d25414b657cf9aaee1d6538f532928a84b1ed511.png,,"One if by land, two if by tree.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b05e588131a7a6eecc6ed47781794d9321550f218a3e9694ab75d3657f0a6de7.png,[8],,"{'relevant': True, 'constructed': True}","[62583, 62584, 62585, 63256, 63534]",,,,
56510,1,56510-kargath-bladefist,10,[],4,1414,5,Alex Horley Orlandelli,4.0,4.0,4,Kargath Bladefist,<b>Rush</b> <b>Deathrattle:</b> Shuffle 'Kargath Prime' into your deck.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4767a009aea4eb11ddb4b618aeadd1830895aacb02a788d3f326d67676dac5ff.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d1042a15d28b37c4871c83d22828c0d86e96562906494d6e3c5b191f7905920.png,He rules the Shattered Hand orc clan with an iron... bladefist.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/374ca4bc232611ba89ab6ca38f60848b16575ff6f3a92c062f6ebac7d023c3ac.png,"[12, 53]",,,[56656],,,,
58202,1,58202-kayn-sunfury,14,[],4,1414,5,Wayne Reynolds,4.0,3.0,4,Kayn Sunfury,<b>Charge</b> All friendly attacks ignore <b>Taunt</b>.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6a83d696058b72fa2ec36e9be8b3e0cc02c40e1d6d445576470b8dec4b14266.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61bdc6d326dd079fc50120c3c9725ef985b25980e6de3fe8ab6063b0a3886b74.png,"""Armor and heals may slow my zeal, but fel and glaives excite me!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/374e357d4edbc2296a3496435a05f1a099dd10027a5ec24d9ffb7c484c1607fd.png,"[1, 4]",,,,,,,
62588,1,62588-kazakus-golem-shaper,12,[],4,1525,5,Anton Zemskov,3.0,3.0,4,"Kazakus, Golem Shaper","<b>Battlecry:</b> If your deck has no 4-Cost cards, build a custom Golem.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f7128ff2c3032b99106c9e7e927922f3c062fc13df1f773e17ae64bbd73cb0d5.png,,"With a little love and some tenderness, we’ll CRUSH OUR FOES!",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e7a02e5ba9c2b0df0abe40ce3861ec42016d09ab991a911ee66bfe0cdf9bc08.png,[8],,"{'relevant': True, 'constructed': True}","[63666, 63667, 63668]",,,,
57326,1,57326-kelidan-the-breaker,9,[],4,1414,5,Alex Horley Orlandelli,3.0,3.0,6,Keli'dan the Breaker,"<b>Battlecry:</b> Destroy a minion. If drawn this turn, instead destroy all minions except this one.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c44fce556240d737f43e877a8975c4a9e782c2e489c4d0ad7580083d7a149ca4.png,,He calms down a lot if you just give him a turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/baba11cf7b7c528b8e0a05f262a2a46b564fb0671d9841fa883022ab13ef384f.png,[8],,,,,,,
61174,1,61174-keymaster-alabaster,12,[],4,1443,5,Rafael Zanchetin,8.0,6.0,7,Keymaster Alabaster,"Whenever your opponent draws a card, add a copy to your hand that costs (1).",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/707ba740867a671372bff7e14d59c9746e056c9f6656b76b02eb8cb041345e8f.png,,The key to his mastery is a solid stack of backup copies.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/783eeb3b93a16c989128dd06d494f84439352e57bb90d4d64ee8e015fb4adef9.png,,,"{'relevant': True, 'constructed': True}",,,,,
61956,1,61956-keywarden-ivory,12,"[4, 7]",4,1466,5,Anzka Nguyen,5.0,4.0,5,Keywarden Ivory,<b>Battlecry:</b> <b>Discover</b> a Dual Class spell from any class. <b><b>Spellburst</b>:</b> Get another copy.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9669ab3c0f897b66cf3499ad94b37b6609d1b0d909379b642174b76d1ae1c353.png,,She learned exactly one thing from her old man: copying.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e554239669b72a7f818577f4f62a178403c18a196ceb80c3cc759d312e88375e.png,"[8, 21, 88]",,"{'relevant': True, 'constructed': True}",,,,,
63277,1,63277-kindling-elemental,12,[],4,1525,1,Max Grecke,2.0,1.0,1,Kindling Elemental,<b>Battlecry:</b> The next Elemental you play costs (1) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8630793d0c63ba46c9f67580d2d8d76aac910f8fa477c5fb6340f8ff33d6421d.png,,Burn baby burn. Little inferno!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/368de293de571e466a728ad1801112c00ff671f3fe3961f1ec641013310ede89.png,[8],,"{'relevant': True, 'constructed': True}",,,18.0,,
69601,1,69601-king-krush,3,[],4,1637,5,Alex Horley Orlandelli,8.0,8.0,9,King Krush,<b>Charge</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/778ae77ae80187028a3753422003f024e1e2d3d74d462e84f77ea2d28188bd63.png,,The best defense against King Krush is to have someone you don’t like standing in front of you.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e686d4761a1ea4224d647a2d6067ceb74f81455cfa7150ff789745653cfbab9.png,[4],1144.0,"{'relevant': True, 'constructed': True}",,,20.0,,
69656,1,69656-king-mukla,12,[],4,1637,5,Sunny Gho,5.0,5.0,3,King Mukla,<b>Battlecry:</b> Give your opponent 2 Bananas.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d1278eaf6942b90ade258185fa146021c8460af59063247dffd815befff682e.png,,"King Mukla wanders Jaguero Isle, searching for love.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5687bb72c37aba9eb6f60c0fbd9f386361ff0d4f45dd5260687acf2d924f94bf.png,[8],1693.0,"{'relevant': True, 'constructed': True}",[1694],,20.0,,
61605,1,61605-kiri-chosen-of-elune,2,[],4,1466,5,Paul Mafayon,2.0,2.0,4,"Kiri, Chosen of Elune",<b>Battlecry:</b> Add a Solar Eclipse and Lunar Eclipse to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7e45a1bca89732247ddb7f943379212ba04356b3629b3909ec92bbc97cf3d6b9.png,,"Now, when the Sun is between the Moon and the Azeroth... that's when you've got a problem.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb424b3d87711e49ea4252806961ee0feef134cd6d3e19d18d9405c21766305a.png,[8],,"{'relevant': True, 'constructed': True}","[61449, 61450]",,,,
61620,1,61620-knife-vendor,12,[],4,1466,1,Angelica Alieva,4.0,3.0,4,Knife Vendor,<b>Battlecry:</b> Deal 4 damage to each hero.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab3d1274b4cc1d509f27acc36ebf7c94213cb55156b715114552201d78716987.png,,"""They're perfectly safe! These gloves totally aren't hiding any bandages.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be8ff20663b0ffa1a34179e6514d53a7003a698c603706649dfca743db12b9bc.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
62924,1,62924-knight-of-anointment,5,[],4,1525,1,Zoltan Boros,1.0,1.0,1,Knight of Anointment,<b>Battlecry:</b> Draw a Holy spell.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1c2c306c58d546ffd7cd64d68d77a14c67260f7df27fafe60708d6c6596f8c1f.png,,"""I dub thee... injured.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41904a50b76dccc94c89848a32ffa85a86e5e5f43e1a31c203afd168b641242e.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
69539,1,69539-kobold-geomancer,12,[],4,1637,1,Gabor Szikszai,2.0,2.0,2,Kobold Geomancer,<b>Spell Damage +1</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/360e79e487bd3a3bf187252b19ce77d92935e6122ad83b1c6d77373ffb079e0f.png,,"In the old days, Kobolds were the finest candle merchants in the land. Then they got pushed too far...",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f52dc077409a046c9c6147b304c949b25cbdd6263fc642d446117f8500f08b38.png,[2],672.0,"{'relevant': True, 'constructed': True}",,,,,
64346,1,64346-kodo-mount,2,[],5,1578,3,Anton Zemskov,,,4,Kodo Mount,"Give a minion +4/+2 and <b>Rush</b>. When it dies, summon a Kodo.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/32e9abfef531624c2b74c1dd43d271100daf2c20386206fc79bab98dcce13ac0.png,,"No matter how big they are or how many times you tell them no, they STILL won't stay off the couch.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cdfa2ccb1f3e889139209539412b58fa23a9a60c37302046145095c7cb76817.png,[53],,"{'relevant': True, 'constructed': True}",[64347],,,,
63007,1,63007-kolkar-pack-runner,3,[],4,1525,4,Matt Dixon,4.0,3.0,3,Kolkar Pack Runner,"After you cast a spell, summon a 1/1 Hyena with <b>Rush</b>.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b6f5be0a94972c3c99410558fc1219fa8ae255c5941e623b054571d0c187c7dd.png,,Is he running or galloping?,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3f0902db44a32c4736038d3c8b1d58ca2d9501dd027fa4d6043ceab8f86e3a7.png,[53],,"{'relevant': True, 'constructed': True}",[63459],,,,
64467,1,64467-korvas-bloodthorn,14,[],4,1637,5,Arthur Bozonnet,2.0,2.0,2,Kor'vas Bloodthorn,"<b>Charge</b>, <b>Lifesteal</b> After you play a card with <b>Outcast</b>, return this to your hand.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ed6edb556268d525c6f7d74902cab04a7b90f858fc6229da36b301e5701e45e.png,,Illidan taught her that demon hunters should sacrifice EVERYTHING… but she still brought Lifesteal just in case.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5288146e3dce6b132cb9bc1fa73f67c61c507b3f707884d714e1120cb7075d0a.png,"[4, 38, 86]",,"{'relevant': True, 'constructed': True}",,,,,
63375,1,63375-kresh-lord-of-turtling,10,[],4,1525,5,Daren Bader,9.0,3.0,6,"Kresh, Lord of Turtling",<b>Frenzy:</b> Gain 8 Armor. <b>Deathrattle:</b> Equip a 2/5 Turtle Spike.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bec055ce4bcc63614b176796a82e034d3c684f2e02885706f9762d45999d147f.png,,Never should have flushed him.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74103e86b8a9b1ebccf5a730e445ed4bca2e0fddfd27dc27dbb957aec9865412.png,"[12, 99]",,"{'relevant': True, 'constructed': True}",[63376],,20.0,,
58980,1,58980-krolusk-barkstripper,3,[],4,1443,4,Hideaki Takamura,5.0,3.0,4,Krolusk Barkstripper,<b>Spellburst:</b> Destroy a random enemy minion.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f7cd19db5088282b865b6fe30f1e454f048c118ebb5c9da96d2a239dd8a5fec.png,,My friend went krolusk tipping once… once!,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2238e12d7f383c98e83076a692bfaeea2c0aaa9ff1b2c9beea780397cf2d472.png,[88],,"{'relevant': True, 'constructed': True}",,,20.0,,
69615,1,69615-kul-tiran-chaplain,6,[],4,1637,3,Vladimir Kafanov,3.0,2.0,2,Kul Tiran Chaplain,<b>Battlecry:</b> Give a friendly minion +2 Health.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b62da6b6c8bd672deda63f53dcd63ead3167d419efb50e57f97fd56a1b2c45fa.png,,The maritime Kul Tiran clergy are unique among priests for using holy saltwater.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4ed7dacea80de938f1fb7e85c025487ff7bddfc1c3b5543b4bac4f444088b17.png,[8],60068.0,"{'relevant': True, 'constructed': True}",,,,,
63260,1,63260-kurtrus-ashfallen,14,[],4,1525,5,Zoltan Boros,4.0,3.0,4,Kurtrus Ashfallen,<b>Battlecry:</b> Attack the left and right-most enemy minions. <b>Outcast:</b> <b>Immune</b> this turn.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa10753bdf211b3c7981890d5646546c1927dd4848e3e424807b01ad5adc83b6.png,,"Kurtrus fled the Black Temple, abandoning Illidan's cause, to seek revenge against the Dreadlord Anetheron.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bd98af98e167b6af39c71cf3ef95b15eb99272d77affb0f9609cc83b0e91d9f.png,"[8, 17, 86]",,"{'relevant': True, 'constructed': True}",,,,,
59013,1,59013-lab-partner,4,[],4,1443,1,Matt Dixon,3.0,1.0,1,Lab Partner,<b>Spell Damage +1</b>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cce01bf359167c82d84c923e4531eebf5705a8cec66ff4985db8143a6083504c.png,,"""Professor, a gnome burned my homework!""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ab981340f2fd967ae75ab07f54aee874899b30ba7d869677d86829a6bbb73cf.png,[2],,"{'relevant': True, 'constructed': True}",,,,,
63332,1,63332-lady-anacondra,2,[],4,1525,5,Steven Prescott,7.0,3.0,6,Lady Anacondra,Your Nature spells cost (2) less.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ffdd54a514112b8872d1c6060901d7c91898fbea524f18e8bf3861cf9f274af.png,,Do you think she got her name before or after she turned into a snake?,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a949749a30f847ce475417532403715f79f4b3bfe08c9c3d85eb7a4a188125ab.png,,,"{'relevant': True, 'constructed': True}",,,,,
57476,1,57476-lady-liadrin,5,[],4,1414,5,James Ryman,6.0,4.0,7,Lady Liadrin,<b>Battlecry:</b> Add a copy of each spell you cast on friendly characters this game to your hand.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a79093a61b95ea895f6007bc5412c80968f7aeeee6ed3f75786537ea8f29e851.png,,"When it comes to spells, she loves 'em then she librams.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44acf4c770694462517d189f392a460bb5dc20c7556821bf9d90e03125815180.png,[8],,,,,,,
64726,1,64726-lady-prestor,12,[],4,1578,5,James Ryman,7.0,6.0,6,Lady Prestor,<b>Battlecry:</b> Transform minions in your deck into random Dragons. <i>(They keep their original stats and Cost.)</I>,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/37a5a0f136a4b827146c526064883a93f954e1f7fcc1bffb4fa1c576ad7d0d82.png,,"To her credit, the best bodyguard for the king WOULD be a dragon in disguise.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24b81fa106e60ac60698b70569833132d94e24772a27c583cc083551384b22c9.png,[8],,"{'relevant': True, 'constructed': True}",,,,,
56420,1,56420-lady-vashj,8,[],4,1414,5,James Ryman,3.0,4.0,3,Lady Vashj,<b>Spell Damage +1</b> <b>Deathrattle:</b> Shuffle 'Vashj Prime' into your deck.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e2580a7812f743d79ae7ab6f2e185fe2a2ff075b502d15330d41c30e227e10b.png,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bbe8e3b9c030a63bfa0461449ba03fee7c9d56115aefd4f9f73f270877466c4b.png,Personal handmaiden to Queen Azshara turned lieutenant to Illidan Stormrage. Also quite the hair sssstylist.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d465c63d5fdfa1e2dc8857370fab4f805443101f53e63fe9a819b5a9329af4b9.png,"[2, 12]",,,[56626],,,,
59452,1,59452-lake-thresher,12,[],4,1443,1,James Ryman,6.0,4.0,5,Lake Thresher,Also damages the minions next to whomever this attacks.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/19f4138ea1c893e887e62537e797a468370416e685b0ef93ef4a9154ce55ce71.png,,"""There’s a monster in the lake?!"" ""That’s not a monster, that’s Gary.""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9ceb5a631f44ce7e90c043ae7099769337c0f66c54ac479f203a7c17c6b3fde.png,,,"{'relevant': True, 'constructed': True}",,,20.0,,
69737,1,69737-lakkari-felhound,9,[],4,1637,1,Dave Allsop,8.0,3.0,4,Lakkari Felhound,<b>Taunt</b> <b>Battlecry:</b> Discard your two lowest-Cost cards.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c282054d3232a8f0a322c52a52cadc7a4480e6953168faa0f2308d1d7742ddff.png,,Guaranteed to track tar all over your carpet.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6e9134659703818bc89785ec3f36a0598cc1c2c902c329ed5271e0a8d84d069.png,"[1, 8]",41873.0,"{'relevant': True, 'constructed': True}",,,15.0,,
69685,1,69685-landscaping,2,[],5,1637,1,Sam Hogg,,,3,Landscaping,Summon two 2/2 Treants.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/386af5662c45cdfea0b754f5ff6150b3f07ced4526f7482259bcbfefbc0cda59.png,,We'll put a happy tree right here... and give him a little friend.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/da85cf43394d111540340a289b480e484ca5f4daf0f6a87042248db518133bac.png,,48607.0,"{'relevant': True, 'constructed': True}",[358],4.0,,,
61961,1,61961-landslide,8,[],5,1466,3,Zoltan Boros,,,2,Landslide,"Deal 1 damage to all enemy minions. If you're <b>Overloaded</b>, deal 1 damage again.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eeedaa08e7b59f0285118d127a0d4302a7ce9b33dbd17bd08dcda4cafc9719d3.png,,"""And they win it by a landslide! Wait, where did all the other racers go?""",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33fff1a3ab65a88532e816f8cdc684b71ad667b707c4e62fc28f01fbbb0d7a9e.png,[14],,"{'relevant': True, 'constructed': True}",,4.0,,,
64964,1,64964-leatherworking-kit,3,[],7,1578,3,Kagi ,,0.0,1,Leatherworking Kit,"After three friendly Beasts die, draw a Beast and give it +1/+1. Lose 1 Durability.",https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ecede69e4f9ad366a70ef1c597caa0dc9cb3843ed8f2ae227f12e7e10d6dc6e.png,,Combining taxidermy and tailoring.,https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebc893e0349aaab37e3f713c11ff3abf224d66cf242582c9aad124f277ddf68e.png,,,"{'relevant': True, 'constructed': True}",,,,3.0,
